pruning_pct,ap_fp32,time_fp32_ms,fps_fp32,size_fp32_mb,ap_int8,time_int8_ms,fps_int8,size_int8_mb,speedup_factor
10,0.5490591186153718,14.559661420760676,68.68291583855763,48.78115463256836,0.48699765811664264,9.597071243770188,104.19845540368753,12.26401138305664,1.5170942312439213
