epoch,loss,ap,lr_backbone,lr_head
1,11.114895343780518,0.09407142218918088,0.001,0.001
2,4.376356636776643,0.09454454864632611,0.001,0.001
3,3.570399515769061,0.2956859691713859,0.001,0.001
4,3.0365459428114048,0.31741349497811033,0.001,0.001
5,2.7426209309521843,0.3629213336323802,0.001,0.001
6,2.5274223860572365,0.39017100543391714,0.001,0.001
7,1.9263444157207714,0.46926295023438697,0.001,0.001
8,1.8661126389222986,0.49097307628001086,0.001,0.001
9,1.8056990328957052,0.5425457241881346,0.001,0.001
10,1.7691911844646229,0.5512918498187215,0.001,0.001
11,1.717202835223254,0.5550573403779642,0.001,0.001
12,1.66877421912025,0.5796217990319154,0.001,0.001
13,1.63009872156031,0.5806088364595474,0.001,0.001
14,1.581235847052406,0.635517976715713,0.001,0.001
15,1.563141991110409,0.6239420446174694,0.001,0.001
16,1.5222650556003345,0.6443781796205829,1e-06,0.0001
17,1.483940503176521,0.6389165212930578,1e-06,0.0001
18,1.469270629041335,0.6398354728978944,1e-06,0.0001
19,1.45894056558609,0.6494447091930003,1e-06,0.0001
20,1.4428223687059738,0.6458653986623752,1e-06,0.0001
21,1.423068740788628,0.6458731219645244,1e-06,0.0001
22,1.4297719527693356,0.6456858450056941,1e-06,0.0001
23,1.408070848268621,0.6470392593694684,1e-06,0.0001
24,1.4061838072888992,0.6444009199953162,1e-06,0.0001
25,1.3947640902855818,0.6450488064901837,1e-06,0.0001
26,1.3840139192693375,0.6449975115209562,1e-06,0.0001
27,1.3776695202378666,0.6452524636502415,1e-06,0.0001
28,1.3959603169385124,0.6520435225213608,1e-06,0.0001
29,1.3729055769303267,0.6511028778783604,1e-06,0.0001
30,1.362642782575944,0.6514816699459913,1e-06,0.0001
31,1.369118679972256,0.6505279072131859,1e-06,0.0001
32,1.359014563700732,0.6456407239002047,1e-06,0.0001
33,1.3531900118379032,0.6491584546567893,1e-06,0.0001
34,1.34807989877813,0.6495967431898939,1e-06,0.0001
35,1.3402310224140392,0.6461403462503661,1e-06,0.0001
36,1.3383698112824385,0.6480053540964462,1e-06,0.0001
37,1.3434166785548716,0.6635174588038225,1e-06,0.0001
38,1.329416366184459,0.6475920214688252,1e-06,0.0001
39,1.3372104553615345,0.664544278701097,1e-06,0.0001
40,1.340709808994742,0.6491720226400591,1e-06,0.0001
41,1.3256616171668558,0.6623707913744011,1e-06,0.0001
42,1.3130467148388134,0.64773997863128,1e-06,0.0001
43,1.312716692686081,0.6668010595465141,1e-06,0.0001
44,1.3151700181119583,0.6440690963629075,1e-06,0.0001
45,1.3114840773975147,0.6458197158898309,1e-06,0.0001
