pruning_pct,ap_fp32,time_fp32_ms,fps_fp32,size_fp32_mb,ap_int8,time_int8_ms,fps_int8,size_int8_mb,speedup_factor
10,0.4773680987074058,11.541302469486254,86.64533337063764,48.78115463256836,0.4416521960845381,8.352859540420468,119.71947991713289,12.26401138305664,1.3817187292132158
20,0.4763026640894903,10.525301002111519,95.00915933894778,38.61794662475586,0.4385969036777997,7.581824848850374,131.8943684318465,9.71780776977539,1.3882279282285797
30,0.45227433072071094,8.99522285045532,111.17011958735208,29.63290023803711,0.3839752918930681,6.820220451147179,146.62282651461763,7.465671539306641,1.3189049994626347
40,0.4225194838237668,7.599943092092872,131.5799326234981,21.84316635131836,0.3753736096897564,6.550679932945059,152.6559090409443,5.513156890869141,1.1601762213828823
50,0.39423567321466985,6.23005161670153,160.51231378552285,15.23366928100586,0.32210334863106865,5.983024269036832,167.13955267993313,3.8555030822753906,1.041288040388388
60,0.33074008951410006,4.892738893133355,204.38450157302196,9.80257797241211,0.20906663359489208,5.289895594614791,189.03964778019778,2.4918556213378906,0.9249216370384042
70,0.25595360916756404,3.2223213710676646,310.3352784668607,5.564785003662109,0.10215048333768538,4.7195452238520375,211.8848220684729,1.4267921447753906,0.6827609903561097
80,0.09090909090909091,2.368873060811893,422.14165737410434,2.5003929138183594,0.09090909090909091,3.941772023739759,253.69300760606885,0.6551246643066406,0.6009665314343632
